ID,Title,Yrke,,,Utbildning ,Timestamp,,,,,Timestamp
627,Personlig assistent Blå Assistans,Personlig assistent -,,,"Gymnasiet -, Körkort B -",441779794861,,,,,
628,Personlig assistent Calluna Assistans,Personlig assistent -,,,Körkort B -,441779798118,,,,,
629,Personlig assistent Max Assistans AB,Personlig assistent -,,,"Gymnasiet -, Körkort B -",441779801950,,,,,
630,Personlig assistent Habo kommun,Personlig assistent -,,,Körkort B -,441780378568,,,,,
631,Personlig assistent PW HUMAN CAPITAL AB,Personlig assistent -,,,"Gymnasiet -, Körkort B -",441780382350,,,,,
632,Personlig assistent,Personlig assistent -,,,Körkort B -,441780385650,,,,,
633,Personlig assistent TILLITS-TEAMET SVERIGE AB,Personlig assistent -,,,Körkort B -,441780389608,,,,,
634,Personlig assistent Höganäs Omsorg AB,Personlig assistent -,,,Körkort B -,441780392769,,,,,
635,Personlig assistent SVANEN HEMTJÄNST AKTIEBOLAG,Personlig assistent -,,,Körkort B -,441780395720,,,,,
636,Personlig assistent Novasis Mitt AB ,Personlig assistent -,,,Gymnasiet -,441780399149,,,,,
637,Personlig assistent MELLANHANDEN AB,Personlig assistent -,,,Gymnasiet -,441780402475,,,,,
638,Personlig assistent SAAND Service & Omsorg AB,Personlig assistent -,,,"Gymnasiet -, Körkort B -",441780405961,,,,,
639,Personlig Assistent Törnrosens Assistans AB - Västerås,Personlig assistent -,,,Körkort B -,441780409606,,,,,
640,Personlig assistent BOOA OMSORG & ASSISTANS,Personlig assistent -,,,"Gymnasiet -, Körkort B -",441780412409,,,,,
641,Personlig assistent MP ASSISTANS AB,Personlig assistent -,,,Körkort B -,441780415513,,,,,
642,Personlig Assistent Jengla Omsorg AB ,Personlig assistent -,,,"Gymnasiet -, Körkort B -",441780418137,,,,,
643,Personlig assistent Särnmark Assistans AB,Personlig assistent -,,,Körkort B -,441780420873,,,,,
644,Personlig assistent Ekens Assistans AB,Personlig assistent -,,,Körkort B -,441780423679,,,,,
645,Personlig Assistent Lystra personlig assistans ,Personlig assistent -,,,"Gymnasiet -, Körkort B -",441780426611,,,,,
646,Personlig assistent! Lystra personlig assistans,Personlig assistent -,,,Körkort B -,441780428587,,,,,
647,"Personlig Assistent, (Bjästa) ENKV",Personlig assistent -,,,Körkort B -,441780431137,,,,,
648,"Personlig assistent, Malung ENIGHETEN PERSONLIG ASSISTANS AB",Personlig assistent -,,,"Gymnasiet -, Körkort B -",441780433850,,,,,
649,"Personlig assistent, Malung ENIGHETEN PERSONLIG ASSISTANS AB",Personlig assistent -,,,Körkort B -,441780436615,,,,,
650,Personlig assistent Falun/London Libra Assistans,Personlig assistent -,,,"Legitimerad -, Körkort B -",441780439278,,,,,
651,Personlig Assistent sökes INOVA ASSISTANS AB - Nacka,Personlig assistent -,,,Körkort B -,441780626433,,,,,
652,Personlig assistent timvik LAVITA ASSISTANS AB,Personlig assistent -,,,"Gymnasiet -, Körkort B -",441780630614,,,,,
653,Personlig assistent sökes Lillebo Assistans,Personlig assistent -,,,Gymnasiet -,441780633120,,,,,
654,Lösningsfokuserad personlig assistent DVT Assistans AB ,Personlig assistent -,,,"Gymnasiet -, Körkort B -",441780635580,,,,,
655,Personlig assistent jobjustnu Karlstad ,Personlig assistent -,,,Körkort B -,441780637970,,,,,
656,Personlig assistent sökes 7H Assistans,Personlig assistent -,,,Körkort B -,441780641075,,,,,
657,Personlig assistent sökes! Socialförvaltningen,Personlig assistent -,,,"Gymnasiet -, Körkort B -",441780645967,,,,,
658,"Personlig assistent, Lindome Move & Walk Assistans ",Personlig assistent -,,,"Gymnasiet -, Körkort B -",441780649191,,,,,
659,"Personlig assistent, 2020-241 MejDej-kooperativet",Personlig assistent -,,,Körkort B -,441780651835,,,,,
660,Personlig assistent sökes! Södertälje Assistans AB,Personlig assistent -,,,"Gymnasiet -, Körkort B -",441780655674,,,,,
661,Personlig Assistent Falun 4 Andi AB,Personlig assistent -,,,Körkort B -,441780658478,,,,,
662,Timvikarie Personlig assistent ASSISTERA SKANDINAVIEN AB,Personlig assistent -,,,Körkort B -,441780661426,,,,,
663,Personlig Assistent i Stockholm Rekrytering,Personlig assistent -,,,Körkort B -,441780780826,,,,,
664,Musikintresserad personlig assistent sökes! FBA Assistans,Personlig assistent -,,,Körkort B -,441780784440,,,,,
665,Semestervikariat som personlig assistent Uppvidinge kommun,Personlig assistent -,,,Körkort B -,441780787826,,,,,
666,Personlig Assistent i Ludvika,Personlig assistent -,,,Körkort B -,441780791995,,,,,
667,Personlig assistent Skellefteå (43) Din Förlängda Arm i Norr AB,Personlig assistent -,,,"Gymnasiet -, Körkort B -",441780795198,,,,,
668,Personlig Assistent sovande natt,Personlig assistent -,,,Körkort B -,441780798887,,,,,
669,Personlig assistent till Kvinna,Personlig assistent -,,,"Gymnasiet -, Körkort B -",441780801594,,,,,
670,Personlig assistent sökes omgående,Personlig assistent -,,,Körkort B -,441780804999,,,,,
671,Personlig assistent med arbetsledarskap,Personlig assistent -,,,Körkort B -,441780808408,,,,,
672,Personlig Assistent Övertorneå Vikarie,Personlig assistent -,,,Gymnasiet -,441780813766,,,,,
673,Personlig Assistent i Bjärred,Personlig assistent -,,,Gymnasiet -,441780817487,,,,,
674,Personlig Assistent i Helsingborg,Personlig assistent -,,,Körkort B -,441780820770,,,,,
675,"Timanställd Personlig Assistent, (Gnesta)",Personlig assistent -,,,"Gymnasiet -, Körkort B -",441780824259,,,,,
676,Personlig Assistent i Gagnef,Personlig assistent -,,,Körkort B -,441780829980,,,,,
677,Personlig assistent till Skövde Leva Assistans AB,Personlig assistent -,,,Körkort B -,441780832436,,,,,
678,Personlig assistent i Södertälje,Personlig assistent -,,,"Gymnasiet -, Körkort B -",441780835637,,,,,
679,"Personlig assistent, Genarp. Behovsanställning.",Personlig assistent -,,,Körkort B -,441780837881,,,,,
680,Personlig assistent Eslövs kommun ANIMO ASSISTANS AB,Personlig assistent -,,,Körkort B -,441780840740,,,,,
681,Personlig assistent till Barn/Ungdom,Personlig assistent -,,,"Gymnasiet -, Körkort B -",441780843612,,,,,
682,Personlig assistent i Södermalm,Personlig assistent -,,,Körkort B -,441780846280,,,,,
683,Personlig assistent i Västervik AB,Personlig assistent -,,,"Gymnasiet -, Körkort B -",441780850318,,,,,
684,Personlig assistent i Kullavik,Personlig assistent -,,,Gymnasiet -,441780854099,,,,,
685,Personlig Assistent i Klintehamn,Personlig assistent -,,,Körkort B -,441780857084,,,,,
686,Personlig assistent till Motala,Personlig assistent -,,,Körkort B -,441780859736,,,,,
687,"Personlig assistent, sjuk/semvik, Ljusdal",Personlig assistent -,,,"Gymnasiet -, Körkort B -",441780863149,,,,,
688,Personlig assistent i Falkenberg.,Personlig assistent -,,,"Gymnasiet -, Körkort B -",441780868243,,,,,
689,Personlig assistent sökes heltid/deltid,Personlig assistent -,,,Körkort B -,441780872487,,,,,
690,Personlig assistent - stockholm,Personlig assistent -,,,Körkort B -,441780875762,,,,,
691,Personlig Assistent deltid/vikarie LAHOLM,Personlig assistent -,,,Gymnasiet -,441780879687,,,,,
692,Personlig Assistent heltid LAHOLM,Personlig assistent -,,,Gymnasiet -,441780884881,,,,,
693,Personlig assistent vikariat föräldraledighet,Personlig assistent -,,,"Gymnasiet -, Körkort B -",441780887884,,,,,
694,Personlig assistent i Sollefteå,Personlig assistent -,,,Gymnasiet -,441780891252,,,,,
695,Kanonjobb som personlig assistent,Personlig assistent -,,,"Gymnasiet -, Körkort B -",441780894667,,,,,
696,Möjliggörande personlig assistent tim/behov,Personlig assistent -,,,Körkort B -,441780901262,,,,,
697,Personlig assistent i Järfälla,Personlig assistent -,,,"Gymnasiet -, Körkort B -",441780903937,,,,,
698,Personlig assistent i centrala Strömstad,Personlig assistent -,,,Körkort B -,441780907755,,,,,
699,Personlig assistent till aktiv kille!,Personlig assistent -,,,Gymnasiet -,441780910901,,,,,
700,Personlig assistent till ung tjej,Personlig assistent -,,,"Gymnasiet -, Körkort B -",441780915649,,,,,
701,Personlig assistent sökes till Älvsjö,Personlig assistent -,,,Gymnasiet -,441780918519,,,,,
702,Personlig Assistent sökes i Växjö,Personlig assistent -,,,Gymnasiet -,441780921006,,,,,
703,Personlig Assistent - Timanställd (Enskededalen),Personlig assistent -,,,Gymnasiet -,441780923459,,,,,
704,Personlig assistent i Lomma sökes,Personlig assistent -,,,Gymnasiet -,441780926121,,,,,
705,Personlig assistent till Cederbonds Assistans,Personlig assistent -,,,Körkort B -,441780929529,,,,,
706,Personlig assistent med grundläggande teckenkunskaper,Personlig assistent -,,,Körkort B -,441780932191,,,,,
707,Personlig assistent sökes till Borås,Personlig assistent -,,,Körkort B -,441780937032,,,,,
708,Personlig Assistent extra vid behov,Personlig assistent -,,,Körkort B -,441780940052,,,,,
709,Personlig assistent med grundläggande teckenkunskaper,Personlig assistent -,,,"Gymnasiet -, Körkort B -",441780942861,,,,,
710,26-årig kille söker personlig assistent,Personlig assistent -,,,Körkort B -,441780945764,,,,,
711,26-årig kille söker personlig assistent,Personlig assistent -,,,Körkort B -,441785951629,,,,,
712,Utvecklare TechHamn AB,Utvecklare -,,,Högskola -,441785957377,,,,,
713,Utvecklare Bygghemma,Utvecklare -,,,"Högskola -, Java programmering -",441785960750,,,,,
714,Utvecklare LeadPilot,Utvecklare -,,,Högskola -,441785963988,,,,,
715,C++ utvecklare Studentwork Sverige,Utvecklare -,,,Högskola -,441785968137,,,,,
716,Backend utvecklare! i3tex ,Utvecklare -,,,"Högskola -, Java programmering -",441785971684,,,,,
717,Utvecklare .NET/C#,Utvecklare -,,,Högskola -,441785975591,,,,,
718,Utvecklare Java AFRY,Utvecklare -,,,"Högskola -, Java programmering -",441785978590,,,,,
719,Backend utvecklare Etteplan,Utvecklare -,,,"Högskola -, Java programmering -",441785982410,,,,,
720,Javabackend utvecklare Resurs Bank,Utvecklare -,,,"Högskola -, Java programmering -",441785985329,,,,,
721,Junior utvecklare Funnel AB ,Utvecklare -,,,Högskola -,441785988091,,,,,
722,Python- utvecklare Maxkompetens AB,Utvecklare -,,,Högskola -,441785991932,,,,,
723,Java utvecklare Randstad,Utvecklare -,,,"Högskola -, Java programmering -",441785995381,,,,,
724,Front-end utvecklare AFRY,Utvecklare -,,,"Högskola -, Körkort B -",441785998839,,,,,
725,Frontend Utvecklare Sopra Steri,Utvecklare -,,,"Högskola -, Java programmering -",441786002860,,,,,
726,Vassa utvecklare! Wise IT AB,Utvecklare -,,,Högskola -,441786006264,,,,,
727,JavaScript utvecklare Engulf ,Utvecklare -,,,Högskola -,441786009659,,,,,
728,Fullstack utvecklare PostNord Group,Utvecklare -,,,"Högskola -, Java programmering -",441786013160,,,,,
729,AWS utvecklare Data Ductus,Utvecklare -,,,Högskola -,441786016935,,,,,
730,Python- utvecklare Maxkompetens AB ,Utvecklare -,,,Högskola -,441786019744,,,,,
731,Cloud DevOps utvecklare Combitech AB,Utvecklare -,,,"Högskola -, Java programmering -",441786022953,,,,,
732,Frontend utvecklare Shopify STENBOLAGET I STOCKHOLM AB ,Utvecklare -,,,"Högskola -, Körkort B -, Java programmering -",441786026347,,,,,
733,Junior utvecklare sökes! Framtiden AB,Utvecklare -,,,Högskola -,441786029093,,,,,
734,Wordpress/ Elementor utvecklare Göteborg,Utvecklare -,,,Högskola -,441786032103,,,,,
735,Databasutvecklare / Utvecklare Bravura,Utvecklare -,,,"Högskola -, Java programmering -",441786034573,,,,,
736,Lösningskonsult / Utvecklare Synerity AB,Utvecklare -,,,Högskola -,441786037342,,,,,
737,"Fullstack utvecklare, Stockholm Randstad",Utvecklare -,,,"Högskola -, Java programmering -",441786039920,,,,,
738,APP utvecklare Android/Iphone Infracom Communication AB,Utvecklare -,,,"Högskola -, Java programmering -",441786054645,,,,,
739,UTVECKLARE INOM NET Alten Sverige AB,Utvecklare -,,,Högskola -,441786058640,,,,,
740,Utvecklare till Affärssystem Ataio Affärssystem AB,Utvecklare -,,,"Högskola -, Java programmering -",441786062034,,,,,
741,Senior Java utvecklare,Utvecklare -,,,"Högskola -, Java programmering -",441786065688,,,,,
742,Senior utvecklare ServiceNow Centric Professionals,Utvecklare -,,,Högskola -,441786068942,,,,,
743,Utvecklare inom C# CaptureInnovation,Utvecklare -,,,"Högskola -, Körkort B -, Java programmering -",441786072461,,,,,
744,Programmerare / Utvecklare S E O Partner Sverige AB,Utvecklare -,,,"Högskola -, Java programmering -",441786080556,,,,,
745,Senior Frontend utvecklare Envoi AB ,Utvecklare -,,,Högskola -,441786084187,,,,,
746,Utvecklare inom Test Sogeti,Utvecklare -,,,"Högskola -, Java programmering -",441786086943,,,,,
747,Erfaren utvecklare till Verisure Mero Rekrytering AB ,Utvecklare -,,,"Högskola -, Java programmering -",441786089727,,,,,
748,Utvecklare Front Arena Prime Eviture - Stockholm,Utvecklare -,,,Högskola -,441786093153,,,,,
749,Frontend utvecklare inom webb,Utvecklare -,,,"Högskola -, Java programmering -",441786096845,,,,,
750,Utvecklare Skola Arbetsliv,Utvecklare -,,,Högskola -,441786100404,,,,,
751,Utvecklare inom inbyggda system Mpya Sci &,Utvecklare -,,,Högskola -,441786103171,,,,,
752,Embedded ingenjör och utvecklare Synteda AB ,Utvecklare -,,,Högskola -,441786106554,,,,,
753,Java utvecklare fokus frontend Quest Consulting,Utvecklare -,,,Högskola -,441786110043,,,,,
754,Senior utvecklare Nodinite Testhuset - Karlstad,Utvecklare -,,,"Högskola -, Java programmering -",441786114008,,,,,
755,Java Utvecklare till Predictly Predictly AB,Utvecklare -,,,"Högskola -, Java programmering -",441786117239,,,,,
756,Java Utvecklare till Predictly Predictly AB,Utvecklare -,,,Högskola -,441786119990,,,,,
757,Utvecklare Dynamics 365 CE,Utvecklare -,,,Högskola -,441786123306,,,,,
758,Utvecklare inbyggda system,Utvecklare -,,,"Högskola -, Java programmering -",441786126332,,,,,
759,Utvecklare inom Business Intelligence Nethouse,Utvecklare -,,,"Högskola -, Körkort B -, Java programmering -",441786130108,,,,,
760,Startup bolag söker Java utvecklare,Utvecklare -,,,Högskola -,441786133466,,,,,
761,UTVECKLARE INOM OBJEKTORIENTERAD PROGRAMMERING,Utvecklare -,,,"Högskola -, Java programmering -",441786136370,,,,,
762,PHP utvecklare inom e-handel Academic Work,Utvecklare -,,,Högskola -,441786139551,,,,,
763,PHP utvecklare med driftkunskap Academic Work,Utvecklare -,,,"Högskola -, Körkort B -",441786142985,,,,,
764,VASS UTVECKLARE INOM JAVA,Utvecklare -,,,"Högskola -, Java programmering -",441786146230,,,,,
765,Embedded Utvecklare,Utvecklare -,,,Högskola -,441786149508,,,,,
766,FULLSTACK UTVECKLARE MOT FRONTEND,Utvecklare -,,,Högskola -,441786153233,,,,,
767,Utvecklare till Medius Ascendo,Utvecklare -,,,"Högskola -, Java programmering -",441786156320,,,,,
768,Cloud utvecklare,Utvecklare -,,,"Högskola -, Java programmering -",441786159647,,,,,
769,Utvecklare till Evado i Luleå!,Utvecklare -,,,Högskola -,441786162554,,,,,
770,Utvecklare sökes till Colix Systems,Utvecklare -,,,"Högskola -, Java programmering -",441786166218,,,,,
771,Utvecklare som älskar att koda,Utvecklare -,,,"Högskola -, Java programmering -",441786169408,,,,,
772,Utvecklare AWS,Utvecklare -,,,Högskola -,441786171557,,,,,
773,Utvecklare Frontend JavaScript,Utvecklare -,,,Högskola -,441786176277,,,,,
774,Chas söker utvecklare inom DevOps,Utvecklare -,,,Högskola -,441786179450,,,,,
775,Utvecklare sökes till attraktivt bolag!,Utvecklare -,,,Högskola -,441786182775,,,,,
776,Backend utvecklare till Amanda AI,Utvecklare -,,,"Högskola -, Java programmering -",441786185662,,,,,
777,Utvecklare Fullstack IoT till Dasa DASA CONTROL SYSTEMS AB,Utvecklare -,,,"Högskola -, Java programmering -",441786189628,,,,,
778,Frontend utvecklare till Construct IT,Utvecklare -,,,Högskola -,441786195002,,,,,
779,Senior utvecklare med inriktning medietjänster,Utvecklare -,,,"Högskola -, Java programmering -",441786198075,,,,,
780,Teamlead med bakgrund som utvecklare,Utvecklare -,,,"Högskola -, Java programmering -",441786201573,,,,,
781,HiQ Ace söker Java utvecklare,Utvecklare -,,,"Högskola -, Java programmering -",441786205763,,,,,
782,Utvecklare i Uppsala,Utvecklare -,,,"Högskola -, Körkort B -, Java programmering -",441786209400,,,,,
783,Tech-karriär på SEB Datadriven utvecklare,Utvecklare -,,,"Högskola -, Java programmering -",441786212879,,,,,
784,Utvecklare till Personalkollen i Linköping,Utvecklare -,,,"Högskola -, Java programmering -",441786216149,,,,,
785,Net utvecklare till prisad webbyrå,Utvecklare -,,,"Högskola -, Java programmering -",441786219291,,,,,
786,Utvecklare till Stockholms ledande tandvårdskedja,Utvecklare -,,,"Högskola -, Java programmering -",441786223221,,,,,
787,Utvecklare Office 365,Utvecklare -,,,"Högskola -, Körkort B -, Java programmering -",441786226375,,,,,
788,Utvecklare inom Webb och CMS,Utvecklare -,,,"Högskola -, Java programmering -",441786229912,,,,,
789,Fullstack utvecklare till Crowd1,Utvecklare -,,,"Högskola -, Java programmering -",441786233301,,,,,
790,Utvecklare till kontoret i Skellefteå,Utvecklare -,,,"Högskola -, Java programmering -",441786236255,,,,,
791,Senior fullstack utvecklare till GLOMO,Utvecklare -,,,"Högskola -, Java programmering -",441786238875,,,,,
792,Frontend Utvecklare till Digital People,Utvecklare -,,,"Högskola -, Java programmering -",441786242006,,,,,
793,ISEC söker juniora utvecklare till Umeå,Utvecklare -,,,"Högskola -, Java programmering -",441786244719,,,,,
794,Ambitiös utvecklare sökes för stor nöjessajt,Utvecklare -,,,"Högskola -, Java programmering -",441786248038,,,,,
795,Frontend utvecklare till Bonava i Stockholm,Utvecklare -,,,"Högskola -, Java programmering -",441786250883,,,,,
796,Backend utvecklare till Bonava i Stockholm,Utvecklare -,,,"Högskola -, Java programmering -",441786254179,,,,,
797,Fullstack utvecklare med fokus på front,Utvecklare -,,,"Högskola -, Java programmering -",441786257230,,,,,
798,IAM utvecklare ,Utvecklare -,,,"Högskola -, Java programmering -",441786260722,,,,,
799, iOS utvecklare till ICA i Stockholm,Utvecklare -,,,"Högskola -, Java programmering -",441786263832,,,,,
800,Embedded utvecklare med inriktning,Utvecklare -,,,"Högskola -, Java programmering -",441786266911,,,,,
801,Utvecklare som vill sväva på moln KNOWIT SYD AB,Utvecklare -,,,"Högskola -, Java programmering -",441786270733,,,,,
802,Fullstack utvecklare till Leoware IT Solutions,Utvecklare -,,,"Högskola -, Java programmering -",441786274815,,,,,
803,Nyfiken på VR?,Utvecklare -,,,"Högskola -, Java programmering -",441786277733,,,,,
804,BI utvecklare till Aspia i Stockholm!,Utvecklare -,,,"Högskola -, Java programmering -",441786280515,,,,,
805,Front end utvecklare inom Business Intelligence,Utvecklare -,,,"Högskola -, Java programmering -",441786283719,,,,,
806,Senior utvecklare till Safeture i Lund,Utvecklare -,,,"Högskola -, Java programmering -",441786286772,,,,,
807,Junior utvecklare med intresse för Scala,Utvecklare -,,,"Högskola -, Java programmering -",441786290049,,,,,
808,Stockholm Utvecklare embedded till Synective Labs,Utvecklare -,,,"Högskola -, Java programmering -",441786294630,,,,,
809,Frontend utvecklare till innovativa Svea Bank,Utvecklare -,,,"Högskola -, Java programmering -",441786297883,,,,,
810,React Native utvecklare till prisad webbyrå,Utvecklare -,,,"Högskola -, Java programmering -",441786300939,,,,,
811,React Native utvecklare till prisad webbyrå,Utvecklare -,,,"Högskola -, Java programmering -",441786388851,,,,,
812,Undersköterska Linné Hemvård,Undersköterska -,,,"Gymnasiet -, Körkort B -",441786421698,,,,,
813,Undersköterska Värnamo kommun ,Undersköterska -,,,Gymnasiet -,441786426112,,,,,
814,Undersköterska Varbergs kommun,Undersköterska -,,,"Gymnasiet -, Körkort B -",441786439202,,,,,
815,Undersköterska Ljungby kommun,Undersköterska -,,,"Gymnasiet -, Körkort B -",441786545448,,,,,
816,Undersköterska Ljungby kommun,Undersköterska -,,,"Gymnasiet -, Körkort B -",441786548602,,,,,
817,Undersköterska Västerviks kommun,Undersköterska -,,,"Gymnasiet -, Körkort B -",441786613112,,,,,
818,Undersköterska Bergs kommun ,Undersköterska -,,,"Gymnasiet -, Körkort B -",441786616304,,,,,
