userId,movieId,rating,timestamp
2,409,5,44178983136435
2,411,5,44178983260926
2,413,5,44178983358264
2,415,5,44178983467535
2,417,5,44178983561412
2,419,5,44178983658218
2,421,5,44178983848681
2,423,5,44178983969676
2,425,5,44178984061620
2,427,5,44178984170127
2,429,5,44178984253310
3,409,5,44178984802442
3,413,5,44178984933611
3,417,5,44178985000752
3,421,5,44178985064618
3,425,5,44178985136412
3,429,5,44178985526713
3,433,5,44178985615741
3,437,5,44178985696157
3,441,5,44178985804769
3,445,5,44178986136655
3,449,5,44178986260046
4,408,5,44178986438634
4,409,5,44178986728565
4,410,5,44178986827512
4,411,5,44178987792026
4,412,5,44178987896701
4,413,5,44178988094676
4,414,5,44178988287037
4,415,5,44178988483796
4,416,5,44178988680556
4,417,5,44178988877315
4,418,5,44178989074074
4,419,5,44178989270833
5,424,5,44178989467593
5,429,5,44178989664352
5,434,5,44178989861111
5,439,5,44178990057870
5,444,5,44178990254630
5,449,5,44178990451389
5,454,5,44178990648148
5,459,5,44178990844907
5,464,5,44178991041667
7,408,5,44178991238426
7,414,5,44178991435185
7,420,5,44178991631944
7,426,5,44178991828704
7,432,5,44178992025463
7,438,5,44178992222222
7,444,5,44178992418982
7,450,5,44178992615741
7,456,5,44178992812500
7,462,5,44178993009259
7,468,5,44178993206019
7,474,5,44178993402778
8,913,5,44178993599537
8,915,5,44178993796296
8,917,5,44178993993056
8,919,5,44178994189815
8,921,5,44178994386574
8,923,5,44178994583333
8,925,5,44178994780093
8,927,5,44178994976852
8,929,5,44178995173611
8,931,5,44178995370370
8,933,5,44178995567130
8,935,5,44178995763889
8,937,5,44178995960648
9,939,5,44178996157407
9,941,5,44178996354167
9,943,5,44178996550926
9,945,5,44178996747685
9,947,5,44178996944444
9,949,5,44178997141204
9,951,5,44178997337963
9,953,5,44178997534722
9,955,5,44178997731482
9,957,5,44178997928241
9,959,5,44178998125000
9,961,5,44178998321759
10,912,5,44178998518519
10,915,5,44178998715278
10,918,5,44178998912037
10,921,5,44178999108796
10,924,5,44178999305556
10,927,5,44178999502315
10,930,5,44178999699074
10,933,5,44178999895833
10,936,5,44179000092593
10,939,5,44179000289352
10,942,5,44179000486111
10,945,5,44179000682870
14,204,5,44179000879630
14,206,5,44179001076389
14,208,5,44179001273148
14,210,5,44179001469907
14,212,5,44179001666667
14,214,5,44179001863426
14,216,5,44179002060185
14,218,5,44179002256944
14,220,5,44179002453704
14,222,5,44179002650463
14,224,5,44179002847222
14,226,5,44179003043982
14,228,5,44179003240741
15,205,5,44179003437500
15,207,5,44179003634259
15,209,5,44179003831019
15,211,5,44179004027778
15,213,5,44179004224537
15,215,5,44179004421296
15,217,5,44179004618056
15,219,5,44179004814815
15,221,5,44179005011574
15,223,5,44179005208333
15,225,5,44179005405093
20,308,5,44179005601852
20,315,5,44179005798611
20,322,5,44179005995370
20,329,5,44179006192130
20,336,5,44179006388889
20,343,5,44179006585648
20,350,5,44179006782407
20,357,5,44179006979167
20,364,5,44179007175926
20,371,5,44179007372685
20,378,5,44179007569444
22,610,5,44179007766204
22,611,5,44179007962963
22,612,5,44179008159722
22,613,5,44179008356482
22,614,5,44179008553241
22,615,5,44179008750000
22,616,5,44179008946759
22,617,5,44179009143519
22,618,5,44179009340278
22,619,5,44179009537037
22,620,5,44179009733796
23,633,5,44179009930556
23,636,5,44179010127315
23,639,5,44179010324074
23,642,5,44179010520833
23,645,5,44179010717593
23,648,5,44179010914352
23,651,5,44179011111111
23,654,5,44179011307870
23,657,5,44179011504630
23,660,5,44179011701389
23,663,5,44179011898148
23,666,5,44179012094907
24,609,5,44179012291667
24,614,5,44179012488426
24,619,5,44179012685185
24,624,5,44179012881944
24,629,5,44179013078704
24,634,5,44179013275463
24,639,5,44179013472222
24,644,5,44179013668982
24,649,5,44179013865741
24,654,5,44179014062500
24,659,5,44179014259259
24,664,5,44179014456019
24,669,5,44179014652778
28,2,5,44179014849537
28,3,5,44179015046296
28,4,5,44179015243056
28,5,5,44179015439815
28,6,5,44179015636574
28,7,5,44179015833333
28,8,5,44179016030093
28,9,5,44179016226852
28,10,5,44179016423611
28,11,5,44179016620370
28,12,5,44179016817130
28,13,5,44179017013889
28,14,5,44179017210648
28,15,5,44179017407407
29,16,5,44179017604167
29,17,5,44179017800926
29,18,5,44179017997685
29,19,5,44179018194444
29,20,5,44179018391204
29,21,5,44179018587963
29,22,5,44179018784722
29,23,5,44179018981482
29,24,5,44179019178241
30,2,5,44179019375000
30,3,5,44179019571759
30,4,5,44179019768519
30,5,5,44179019965278
30,6,5,44179020162037
30,7,5,44179020358796
30,8,5,44179020555556
30,9,5,44179020752315
30,10,5,44179020949074
30,11,5,44179021145833
34,52,5,44179021342593
34,55,5,44179021539352
34,58,5,44179021736111
34,61,5,44179021932870
34,64,5,44179022129630
34,67,5,44179022326389
34,70,5,44179022523148
34,73,5,44179022719907
34,76,5,44179022916667
34,79,5,44179023113426
35,52,5,44179023310185
35,54,5,44179023506944
35,56,5,44179023703704
35,58,5,44179023900463
35,60,5,44179024097222
35,62,5,44179024293982
35,64,5,44179024490741
35,66,5,44179024687500
35,68,5,44179024884259
35,70,5,44179025081019
35,72,5,44179025277778
35,74,5,44179025474537
35,76,5,44179025671296
36,53,5,44179025868056
36,56,5,44179026064815
36,59,5,44179026261574
36,62,5,44179026458333
36,65,5,44179026655093
36,68,5,44179026851852
36,71,5,44179027048611
36,74,5,44179027245370
36,77,5,44179027442130
36,80,5,44179027638889
36,83,5,44179027835648
36,86,5,44179028032407
36,89,5,44179028229167
43,813,5,44179028425926
43,816,5,44179028622685
43,819,5,44179028819444
43,822,5,44179029016204
43,825,5,44179029212963
43,828,5,44179029409722
43,831,5,44179029606482
43,834,5,44179029803241
43,837,5,44179030000000
43,840,5,44179030196759
43,843,5,44179030393519
43,846,5,44179030590278
43,849,5,44179030787037
43,852,5,44179030983796
44,813,5,44179031180556
44,816,5,44179031377315
44,819,5,44179031574074
44,822,5,44179031770833
44,825,5,44179031967593
44,828,5,44179032164352
44,831,5,44179032361111
44,834,5,44179032557870
44,837,5,44179032754630
44,840,5,44179032951389
44,843,5,44179033148148
44,846,5,44179033344907
44,849,5,44179033541667
45,818,5,44179033738426
45,820,5,44179033935185
45,822,5,44179034131944
45,824,5,44179034328704
45,826,5,44179034525463
45,828,5,44179034722222
45,830,5,44179034918982
45,832,5,44179035115741
45,834,5,44179035312500
45,836,5,44179035509259
45,838,5,44179035706019
45,840,5,44179035902778
45,842,5,44179036099537
45,844,5,44179036296296
38,510,5,44179036493056
38,513,5,44179036689815
38,516,5,44179036886574
38,519,5,44179037083333
38,522,5,44179037280093
38,525,5,44179037476852
38,528,5,44179037673611
38,531,5,44179037870370
38,534,5,44179038067130
38,537,5,44179038263889
38,540,5,44179038460648
38,543,5,44179038657407
39,509,5,44179038854167
39,511,5,44179039050926
39,513,5,44179039247685
39,515,5,44179039444444
39,517,5,44179039641204
39,519,5,44179039837963
39,521,5,44179040034722
39,523,5,44179040231482
39,525,5,44179040428241
39,527,5,44179040625000
39,529,5,44179040821759
39,531,5,44179041018519
39,533,5,44179041215278
40,510,5,44179041412037
40,514,5,44179041608796
40,518,5,44179041805556
40,522,5,44179042002315
40,526,5,44179042199074
40,530,5,44179042395833
40,534,5,44179042592593
40,538,5,44179042789352
40,542,5,44179042986111
40,546,5,44179043182870
40,550,5,44179043379630
40,554,5,44179043576389
40,558,5,44179043773148
49,713,5,44179043969907
49,714,5,44179044166667
49,715,5,44179044363426
49,716,5,44179044560185
49,717,5,44179044756944
49,718,5,44179044953704
49,719,5,44179045150463
49,720,5,44179045347222
49,721,5,44179045543982
49,722,5,44179045740741
49,723,5,44179045937500
49,724,5,44179046134259
49,725,5,44179046331019
50,726,5,44179046527778
50,727,5,44179046724537
50,728,5,44179046921296
50,729,5,44179047118056
50,730,5,44179047314815
50,731,5,44179047511574
50,732,5,44179047708333
50,733,5,44179047905093
50,734,5,44179048101852
50,735,5,44179048298611
50,736,5,44179048495370
50,737,5,44179048692130
50,738,5,44179048888889
50,739,5,44179049085648
50,740,5,44179049282407
50,741,5,44179049479167